datetime,births,year,month,day,day_of_week
05-01-1976,8252,1976,1,5,0
06-01-1976,8945,1976,1,6,1
07-01-1976,8611,1976,1,7,2
08-01-1976,8417,1976,1,8,3
09-01-1976,8585,1976,1,9,4
10-01-1976,7634,1976,1,10,5
11-01-1976,7236,1976,1,11,6
12-01-1976,8708,1976,1,12,0
13-01-1976,9048,1976,1,13,1
14-01-1976,8951,1976,1,14,2
15-01-1976,8736,1976,1,15,3
16-01-1976,8847,1976,1,16,4
17-01-1976,7969,1976,1,17,5
18-01-1976,7148,1976,1,18,6
19-01-1976,8893,1976,1,19,0
20-01-1976,9002,1976,1,20,1
21-01-1976,8639,1976,1,21,2
22-01-1976,8893,1976,1,22,3
23-01-1976,8771,1976,1,23,4
24-01-1976,7866,1976,1,24,5
25-01-1976,7519,1976,1,25,6
26-01-1976,8550,1976,1,26,0
27-01-1976,8877,1976,1,27,1
28-01-1976,8659,1976,1,28,2
29-01-1976,8699,1976,1,29,3
30-01-1976,8792,1976,1,30,4
31-01-1976,7702,1976,1,31,5
01-02-1976,7472,1976,2,1,6
02-02-1976,8858,1976,2,2,0
03-02-1976,8846,1976,2,3,1
04-02-1976,8766,1976,2,4,2
05-02-1976,8674,1976,2,5,3
06-02-1976,8817,1976,2,6,4
07-02-1976,7684,1976,2,7,5
08-02-1976,7356,1976,2,8,6
09-02-1976,8541,1976,2,9,0
10-02-1976,9222,1976,2,10,1
11-02-1976,8707,1976,2,11,2
12-02-1976,8779,1976,2,12,3
13-02-1976,8666,1976,2,13,4
14-02-1976,7855,1976,2,14,5
15-02-1976,7330,1976,2,15,6
16-02-1976,8576,1976,2,16,0
17-02-1976,9072,1976,2,17,1
18-02-1976,8826,1976,2,18,2
19-02-1976,8599,1976,2,19,3
20-02-1976,8845,1976,2,20,4
21-02-1976,7752,1976,2,21,5
22-02-1976,7337,1976,2,22,6
23-02-1976,8687,1976,2,23,0
24-02-1976,8734,1976,2,24,1
25-02-1976,8572,1976,2,25,2
26-02-1976,8714,1976,2,26,3
27-02-1976,8742,1976,2,27,4
28-02-1976,7932,1976,2,28,5
29-02-1976,7559,1976,2,29,6
01-03-1976,8859,1976,3,1,0
02-03-1976,9039,1976,3,2,1
03-03-1976,8849,1976,3,3,2
04-03-1976,8617,1976,3,4,3
05-03-1976,8705,1976,3,5,4
06-03-1976,7560,1976,3,6,5
07-03-1976,7252,1976,3,7,6
08-03-1976,8429,1976,3,8,0
09-03-1976,8712,1976,3,9,1
10-03-1976,8554,1976,3,10,2
11-03-1976,8561,1976,3,11,3
12-03-1976,8654,1976,3,12,4
13-03-1976,7674,1976,3,13,5
14-03-1976,7134,1976,3,14,6
15-03-1976,8467,1976,3,15,0
16-03-1976,8636,1976,3,16,1
17-03-1976,8681,1976,3,17,2
18-03-1976,8472,1976,3,18,3
19-03-1976,8623,1976,3,19,4
20-03-1976,7890,1976,3,20,5
21-03-1976,7384,1976,3,21,6
22-03-1976,8515,1976,3,22,0
23-03-1976,8863,1976,3,23,1
24-03-1976,8389,1976,3,24,2
25-03-1976,8623,1976,3,25,3
26-03-1976,8744,1976,3,26,4
27-03-1976,7725,1976,3,27,5
28-03-1976,7267,1976,3,28,6
29-03-1976,8499,1976,3,29,0
30-03-1976,8818,1976,3,30,1
31-03-1976,8653,1976,3,31,2
01-04-1976,8336,1976,4,1,3
02-04-1976,8641,1976,4,2,4
03-04-1976,7583,1976,4,3,5
04-04-1976,7431,1976,4,4,6
05-04-1976,8279,1976,4,5,0
06-04-1976,8586,1976,4,6,1
07-04-1976,8568,1976,4,7,2
08-04-1976,8507,1976,4,8,3
09-04-1976,8287,1976,4,9,4
10-04-1976,7382,1976,4,10,5
11-04-1976,7056,1976,4,11,6
12-04-1976,8532,1976,4,12,0
13-04-1976,8459,1976,4,13,1
14-04-1976,8694,1976,4,14,2
15-04-1976,8583,1976,4,15,3
16-04-1976,8258,1976,4,16,4
17-04-1976,7538,1976,4,17,5
18-04-1976,7099,1976,4,18,6
19-04-1976,8327,1976,4,19,0
20-04-1976,9036,1976,4,20,1
21-04-1976,8518,1976,4,21,2
22-04-1976,8385,1976,4,22,3
23-04-1976,8497,1976,4,23,4
24-04-1976,7302,1976,4,24,5
25-04-1976,6817,1976,4,25,6
26-04-1976,8332,1976,4,26,0
27-04-1976,8490,1976,4,27,1
28-04-1976,8290,1976,4,28,2
29-04-1976,8093,1976,4,29,3
30-04-1976,8372,1976,4,30,4
01-05-1976,7612,1976,5,1,5
02-05-1976,7090,1976,5,2,6
03-05-1976,8233,1976,5,3,0
04-05-1976,8783,1976,5,4,1
05-05-1976,8602,1976,5,5,2
06-05-1976,8520,1976,5,6,3
07-05-1976,8640,1976,5,7,4
08-05-1976,7379,1976,5,8,5
09-05-1976,6675,1976,5,9,6
10-05-1976,8572,1976,5,10,0
11-05-1976,8876,1976,5,11,1
12-05-1976,8384,1976,5,12,2
13-05-1976,8239,1976,5,13,3
14-05-1976,8627,1976,5,14,4
15-05-1976,7509,1976,5,15,5
16-05-1976,7157,1976,5,16,6
17-05-1976,8740,1976,5,17,0
18-05-1976,8594,1976,5,18,1
19-05-1976,8489,1976,5,19,2
20-05-1976,8414,1976,5,20,3
21-05-1976,8733,1976,5,21,4
22-05-1976,7465,1976,5,22,5
23-05-1976,7014,1976,5,23,6
24-05-1976,8754,1976,5,24,0
25-05-1976,8861,1976,5,25,1
26-05-1976,8433,1976,5,26,2
27-05-1976,8530,1976,5,27,3
28-05-1976,8898,1976,5,28,4
29-05-1976,7745,1976,5,29,5
30-05-1976,7203,1976,5,30,6
31-05-1976,7587,1976,5,31,0
01-06-1976,8927,1976,6,1,1
02-06-1976,8749,1976,6,2,2
03-06-1976,8786,1976,6,3,3
04-06-1976,8854,1976,6,4,4
05-06-1976,7390,1976,6,5,5
06-06-1976,7303,1976,6,6,6
07-06-1976,8415,1976,6,7,0
08-06-1976,9107,1976,6,8,1
09-06-1976,8802,1976,6,9,2
10-06-1976,8986,1976,6,10,3
11-06-1976,9060,1976,6,11,4
12-06-1976,7894,1976,6,12,5
13-06-1976,7440,1976,6,13,6
14-06-1976,8972,1976,6,14,0
15-06-1976,9060,1976,6,15,1
16-06-1976,8968,1976,6,16,2
17-06-1976,8831,1976,6,17,3
18-06-1976,8833,1976,6,18,4
19-06-1976,7829,1976,6,19,5
20-06-1976,7397,1976,6,20,6
21-06-1976,8464,1976,6,21,0
22-06-1976,9048,1976,6,22,1
23-06-1976,8903,1976,6,23,2
24-06-1976,9017,1976,6,24,3
25-06-1976,9126,1976,6,25,4
26-06-1976,7827,1976,6,26,5
27-06-1976,7614,1976,6,27,6
28-06-1976,9071,1976,6,28,0
29-06-1976,9487,1976,6,29,1
30-06-1976,9132,1976,6,30,2
01-07-1976,9072,1976,7,1,3
02-07-1976,9360,1976,7,2,4
03-07-1976,7918,1976,7,3,5
04-07-1976,7893,1976,7,4,6
05-07-1976,7564,1976,7,5,0
06-07-1976,9227,1976,7,6,1
07-07-1976,9947,1976,7,7,2
08-07-1976,9549,1976,7,8,3
09-07-1976,9587,1976,7,9,4
10-07-1976,8269,1976,7,10,5
11-07-1976,7993,1976,7,11,6
12-07-1976,9268,1976,7,12,0
13-07-1976,9476,1976,7,13,1
14-07-1976,9352,1976,7,14,2
15-07-1976,9462,1976,7,15,3
16-07-1976,9568,1976,7,16,4
17-07-1976,8147,1976,7,17,5
18-07-1976,7576,1976,7,18,6
19-07-1976,9300,1976,7,19,0
20-07-1976,9430,1976,7,20,1
21-07-1976,9444,1976,7,21,2
22-07-1976,9411,1976,7,22,3
23-07-1976,9455,1976,7,23,4
24-07-1976,8462,1976,7,24,5
25-07-1976,7811,1976,7,25,6
26-07-1976,9392,1976,7,26,0
27-07-1976,9684,1976,7,27,1
28-07-1976,9164,1976,7,28,2
29-07-1976,9369,1976,7,29,3
30-07-1976,9685,1976,7,30,4
31-07-1976,8234,1976,7,31,5
01-08-1976,7857,1976,8,1,6
02-08-1976,9037,1976,8,2,0
03-08-1976,9583,1976,8,3,1
04-08-1976,9065,1976,8,4,2
05-08-1976,9393,1976,8,5,3
06-08-1976,9655,1976,8,6,4
07-08-1976,8424,1976,8,7,5
08-08-1976,8024,1976,8,8,6
09-08-1976,9343,1976,8,9,0
10-08-1976,9832,1976,8,10,1
11-08-1976,9317,1976,8,11,2
12-08-1976,9722,1976,8,12,3
13-08-1976,9538,1976,8,13,4
14-08-1976,8328,1976,8,14,5
15-08-1976,7823,1976,8,15,6
16-08-1976,9335,1976,8,16,0
17-08-1976,9623,1976,8,17,1
18-08-1976,9519,1976,8,18,2
19-08-1976,9455,1976,8,19,3
20-08-1976,9273,1976,8,20,4
21-08-1976,8748,1976,8,21,5
22-08-1976,8287,1976,8,22,6
23-08-1976,9456,1976,8,23,0
24-08-1976,9877,1976,8,24,1
25-08-1976,9481,1976,8,25,2
26-08-1976,9660,1976,8,26,3
27-08-1976,9862,1976,8,27,4
28-08-1976,8498,1976,8,28,5
29-08-1976,7998,1976,8,29,6
30-08-1976,9159,1976,8,30,0
31-08-1976,9602,1976,8,31,1
01-09-1976,9476,1976,9,1,2
02-09-1976,9324,1976,9,2,3
03-09-1976,9667,1976,9,3,4
04-09-1976,8407,1976,9,4,5
05-09-1976,7807,1976,9,5,6
06-09-1976,8083,1976,9,6,0
07-09-1976,9654,1976,9,7,1
08-09-1976,10166,1976,9,8,2
09-09-1976,9990,1976,9,9,3
10-09-1976,9998,1976,9,10,4
11-09-1976,8413,1976,9,11,5
12-09-1976,8142,1976,9,12,6
13-09-1976,9641,1976,9,13,0
14-09-1976,10165,1976,9,14,1
15-09-1976,9977,1976,9,15,2
16-09-1976,9956,1976,9,16,3
17-09-1976,9985,1976,9,17,4
18-09-1976,8738,1976,9,18,5
19-09-1976,8585,1976,9,19,6
20-09-1976,10051,1976,9,20,0
21-09-1976,10296,1976,9,21,1
22-09-1976,9836,1976,9,22,2
23-09-1976,9815,1976,9,23,3
24-09-1976,10052,1976,9,24,4
25-09-1976,8792,1976,9,25,5
26-09-1976,8510,1976,9,26,6
27-09-1976,10026,1976,9,27,0
28-09-1976,10146,1976,9,28,1
29-09-1976,9817,1976,9,29,2
30-09-1976,9718,1976,9,30,3
01-10-1976,9859,1976,10,1,4
02-10-1976,8691,1976,10,2,5
03-10-1976,8270,1976,10,3,6
04-10-1976,9656,1976,10,4,0
05-10-1976,9789,1976,10,5,1
06-10-1976,9483,1976,10,6,2
07-10-1976,9461,1976,10,7,3
08-10-1976,9565,1976,10,8,4
09-10-1976,8262,1976,10,9,5
10-10-1976,8313,1976,10,10,6
11-10-1976,9396,1976,10,11,0
12-10-1976,9622,1976,10,12,1
13-10-1976,9183,1976,10,13,2
14-10-1976,9253,1976,10,14,3
15-10-1976,9564,1976,10,15,4
16-10-1976,8187,1976,10,16,5
17-10-1976,7814,1976,10,17,6
18-10-1976,9248,1976,10,18,0
19-10-1976,9248,1976,10,19,1
20-10-1976,9575,1976,10,20,2
21-10-1976,9257,1976,10,21,3
22-10-1976,9442,1976,10,22,4
23-10-1976,8201,1976,10,23,5
24-10-1976,7848,1976,10,24,6
25-10-1976,9198,1976,10,25,0
26-10-1976,9403,1976,10,26,1
27-10-1976,9212,1976,10,27,2
28-10-1976,8857,1976,10,28,3
29-10-1976,9116,1976,10,29,4
30-10-1976,7968,1976,10,30,5
31-10-1976,8078,1976,10,31,6
01-11-1976,9007,1976,11,1,0
02-11-1976,9155,1976,11,2,1
03-11-1976,9015,1976,11,3,2
04-11-1976,9092,1976,11,4,3
05-11-1976,9307,1976,11,5,4
06-11-1976,7864,1976,11,6,5
07-11-1976,7860,1976,11,7,6
08-11-1976,9361,1976,11,8,0
09-11-1976,9480,1976,11,9,1
10-11-1976,9432,1976,11,10,2
11-11-1976,9429,1976,11,11,3
12-11-1976,9204,1976,11,12,4
13-11-1976,7913,1976,11,13,5
14-11-1976,7652,1976,11,14,6
15-11-1976,9031,1976,11,15,0
16-11-1976,9569,1976,11,16,1
17-11-1976,9296,1976,11,17,2
18-11-1976,9181,1976,11,18,3
19-11-1976,9458,1976,11,19,4
20-11-1976,7967,1976,11,20,5
21-11-1976,7707,1976,11,21,6
22-11-1976,9160,1976,11,22,0
23-11-1976,9316,1976,11,23,1
24-11-1976,9008,1976,11,24,2
25-11-1976,7492,1976,11,25,3
26-11-1976,8733,1976,11,26,4
27-11-1976,7966,1976,11,27,5
28-11-1976,7585,1976,11,28,6
29-11-1976,9263,1976,11,29,0
30-11-1976,9550,1976,11,30,1
01-12-1976,9045,1976,12,1,2
02-12-1976,8969,1976,12,2,3
03-12-1976,9042,1976,12,3,4
04-12-1976,7889,1976,12,4,5
05-12-1976,7640,1976,12,5,6
06-12-1976,9198,1976,12,6,0
07-12-1976,9637,1976,12,7,1
08-12-1976,9215,1976,12,8,2
09-12-1976,9263,1976,12,9,3
10-12-1976,9159,1976,12,10,4
11-12-1976,7969,1976,12,11,5
12-12-1976,7769,1976,12,12,6
13-12-1976,9240,1976,12,13,0
14-12-1976,9559,1976,12,14,1
15-12-1976,9516,1976,12,15,2
16-12-1976,9450,1976,12,16,3
17-12-1976,9890,1976,12,17,4
18-12-1976,7981,1976,12,18,5
19-12-1976,7505,1976,12,19,6
20-12-1976,9782,1976,12,20,0
21-12-1976,9776,1976,12,21,1
22-12-1976,8594,1976,12,22,2
23-12-1976,8104,1976,12,23,3
24-12-1976,7521,1976,12,24,4
25-12-1976,7185,1976,12,25,5
26-12-1976,7610,1976,12,26,6
27-12-1976,9342,1976,12,27,0
28-12-1976,10115,1976,12,28,1
29-12-1976,10088,1976,12,29,2
30-12-1976,9851,1976,12,30,3
31-12-1976,8964,1976,12,31,4
01-01-1977,7416,1977,1,1,5
02-01-1977,7467,1977,1,2,6
03-01-1977,8703,1977,1,3,0
04-01-1977,9104,1977,1,4,1
05-01-1977,8984,1977,1,5,2
06-01-1977,8971,1977,1,6,3
07-01-1977,9212,1977,1,7,4
08-01-1977,8013,1977,1,8,5
09-01-1977,7561,1977,1,9,6
10-01-1977,9142,1977,1,10,0
11-01-1977,9180,1977,1,11,1
12-01-1977,9257,1977,1,12,2
13-01-1977,9450,1977,1,13,3
14-01-1977,9317,1977,1,14,4
15-01-1977,8043,1977,1,15,5
16-01-1977,7666,1977,1,16,6
17-01-1977,9396,1977,1,17,0
18-01-1977,9628,1977,1,18,1
19-01-1977,9173,1977,1,19,2
20-01-1977,9229,1977,1,20,3
21-01-1977,9391,1977,1,21,4
22-01-1977,8168,1977,1,22,5
23-01-1977,7620,1977,1,23,6
24-01-1977,9246,1977,1,24,0
25-01-1977,9575,1977,1,25,1
26-01-1977,9270,1977,1,26,2
27-01-1977,9339,1977,1,27,3
28-01-1977,9422,1977,1,28,4
29-01-1977,8041,1977,1,29,5
30-01-1977,7769,1977,1,30,6
31-01-1977,9251,1977,1,31,0
01-02-1977,9486,1977,2,1,1
02-02-1977,9033,1977,2,2,2
03-02-1977,9244,1977,2,3,3
04-02-1977,9420,1977,2,4,4
05-02-1977,8177,1977,2,5,5
06-02-1977,7693,1977,2,6,6
07-02-1977,9122,1977,2,7,0
08-02-1977,9095,1977,2,8,1
09-02-1977,9268,1977,2,9,2
10-02-1977,9536,1977,2,10,3
11-02-1977,9471,1977,2,11,4
12-02-1977,8492,1977,2,12,5
13-02-1977,8085,1977,2,13,6
14-02-1977,9833,1977,2,14,0
15-02-1977,9715,1977,2,15,1
16-02-1977,9419,1977,2,16,2
17-02-1977,9565,1977,2,17,3
18-02-1977,9496,1977,2,18,4
19-02-1977,8175,1977,2,19,5
20-02-1977,8010,1977,2,20,6
21-02-1977,9112,1977,2,21,0
22-02-1977,9827,1977,2,22,1
23-02-1977,9629,1977,2,23,2
24-02-1977,9450,1977,2,24,3
25-02-1977,9648,1977,2,25,4
26-02-1977,8525,1977,2,26,5
27-02-1977,7904,1977,2,27,6
28-02-1977,9361,1977,2,28,0
01-03-1977,9835,1977,3,1,1
02-03-1977,9447,1977,3,2,2
03-03-1977,9543,1977,3,3,3
04-03-1977,9777,1977,3,4,4
05-03-1977,8352,1977,3,5,5
06-03-1977,7784,1977,3,6,6
07-03-1977,9359,1977,3,7,0
08-03-1977,10033,1977,3,8,1
09-03-1977,9356,1977,3,9,2
10-03-1977,9356,1977,3,10,3
11-03-1977,9497,1977,3,11,4
12-03-1977,8266,1977,3,12,5
13-03-1977,7938,1977,3,13,6
14-03-1977,9378,1977,3,14,0
15-03-1977,9684,1977,3,15,1
16-03-1977,9467,1977,3,16,2
17-03-1977,9312,1977,3,17,3
18-03-1977,9260,1977,3,18,4
19-03-1977,8170,1977,3,19,5
20-03-1977,7836,1977,3,20,6
21-03-1977,9082,1977,3,21,0
22-03-1977,9534,1977,3,22,1
23-03-1977,9172,1977,3,23,2
24-03-1977,9255,1977,3,24,3
25-03-1977,9345,1977,3,25,4
26-03-1977,7959,1977,3,26,5
27-03-1977,7769,1977,3,27,6
28-03-1977,9297,1977,3,28,0
29-03-1977,9649,1977,3,29,1
30-03-1977,9410,1977,3,30,2
31-03-1977,9445,1977,3,31,3
01-04-1977,8997,1977,4,1,4
02-04-1977,8058,1977,4,2,5
03-04-1977,7956,1977,4,3,6
04-04-1977,9286,1977,4,4,0
05-04-1977,9506,1977,4,5,1
06-04-1977,9129,1977,4,6,2
07-04-1977,9148,1977,4,7,3
08-04-1977,8991,1977,4,8,4
09-04-1977,7734,1977,4,9,5
10-04-1977,7376,1977,4,10,6
11-04-1977,8971,1977,4,11,0
12-04-1977,9676,1977,4,12,1
13-04-1977,9216,1977,4,13,2
14-04-1977,9101,1977,4,14,3
15-04-1977,9299,1977,4,15,4
16-04-1977,8039,1977,4,16,5
17-04-1977,7593,1977,4,17,6
18-04-1977,9357,1977,4,18,0
19-04-1977,9691,1977,4,19,1
20-04-1977,9267,1977,4,20,2
21-04-1977,9144,1977,4,21,3
22-04-1977,9158,1977,4,22,4
23-04-1977,7919,1977,4,23,5
24-04-1977,7202,1977,4,24,6
25-04-1977,9011,1977,4,25,0
26-04-1977,9432,1977,4,26,1
27-04-1977,8823,1977,4,27,2
28-04-1977,8984,1977,4,28,3
29-04-1977,8931,1977,4,29,4
30-04-1977,7866,1977,4,30,5
01-05-1977,7634,1977,5,1,6
02-05-1977,9385,1977,5,2,0
03-05-1977,9444,1977,5,3,1
04-05-1977,9397,1977,5,4,2
05-05-1977,9386,1977,5,5,3
06-05-1977,9535,1977,5,6,4
07-05-1977,8082,1977,5,7,5
08-05-1977,7643,1977,5,8,6
09-05-1977,8849,1977,5,9,0
10-05-1977,9404,1977,5,10,1
11-05-1977,8892,1977,5,11,2
12-05-1977,9210,1977,5,12,3
13-05-1977,9314,1977,5,13,4
14-05-1977,8108,1977,5,14,5
15-05-1977,7521,1977,5,15,6
16-05-1977,9489,1977,5,16,0
17-05-1977,9642,1977,5,17,1
18-05-1977,9413,1977,5,18,2
19-05-1977,9243,1977,5,19,3
20-05-1977,9454,1977,5,20,4
21-05-1977,7894,1977,5,21,5
22-05-1977,7731,1977,5,22,6
23-05-1977,9421,1977,5,23,0
24-05-1977,9603,1977,5,24,1
25-05-1977,9528,1977,5,25,2
26-05-1977,9368,1977,5,26,3
27-05-1977,9609,1977,5,27,4
28-05-1977,8084,1977,5,28,5
29-05-1977,7744,1977,5,29,6
30-05-1977,7745,1977,5,30,0
31-05-1977,9397,1977,5,31,1
01-06-1977,9668,1977,6,1,2
02-06-1977,9344,1977,6,2,3
03-06-1977,9425,1977,6,3,4
04-06-1977,8049,1977,6,4,5
05-06-1977,7889,1977,6,5,6
06-06-1977,9274,1977,6,6,0
07-06-1977,9547,1977,6,7,1
08-06-1977,9205,1977,6,8,2
09-06-1977,9393,1977,6,9,3
10-06-1977,9237,1977,6,10,4
11-06-1977,8020,1977,6,11,5
12-06-1977,7613,1977,6,12,6
13-06-1977,9329,1977,6,13,0
14-06-1977,9629,1977,6,14,1
15-06-1977,9539,1977,6,15,2
16-06-1977,9736,1977,6,16,3
17-06-1977,9746,1977,6,17,4
18-06-1977,8227,1977,6,18,5
19-06-1977,7795,1977,6,19,6
20-06-1977,9528,1977,6,20,0
21-06-1977,9668,1977,6,21,1
22-06-1977,9423,1977,6,22,2
23-06-1977,9489,1977,6,23,3
24-06-1977,9612,1977,6,24,4
25-06-1977,8338,1977,6,25,5
26-06-1977,8038,1977,6,26,6
27-06-1977,9657,1977,6,27,0
28-06-1977,9994,1977,6,28,1
29-06-1977,9735,1977,6,29,2
30-06-1977,9612,1977,6,30,3
01-07-1977,9746,1977,7,1,4
02-07-1977,8311,1977,7,2,5
03-07-1977,7861,1977,7,3,6
04-07-1977,8171,1977,7,4,0
05-07-1977,9648,1977,7,5,1
06-07-1977,10533,1977,7,6,2
07-07-1977,10424,1977,7,7,3
08-07-1977,10234,1977,7,8,4
09-07-1977,8793,1977,7,9,5
10-07-1977,7983,1977,7,10,6
11-07-1977,9590,1977,7,11,0
12-07-1977,9997,1977,7,12,1
13-07-1977,9920,1977,7,13,2
14-07-1977,10054,1977,7,14,3
15-07-1977,10176,1977,7,15,4
16-07-1977,8667,1977,7,16,5
17-07-1977,8058,1977,7,17,6
18-07-1977,9781,1977,7,18,0
19-07-1977,10173,1977,7,19,1
20-07-1977,10132,1977,7,20,2
21-07-1977,9878,1977,7,21,3
22-07-1977,10180,1977,7,22,4
23-07-1977,8488,1977,7,23,5
24-07-1977,8186,1977,7,24,6
25-07-1977,9771,1977,7,25,0
26-07-1977,10128,1977,7,26,1
27-07-1977,9688,1977,7,27,2
28-07-1977,9826,1977,7,28,3
29-07-1977,10084,1977,7,29,4
30-07-1977,8817,1977,7,30,5
31-07-1977,8223,1977,7,31,6
01-08-1977,9810,1977,8,1,0
02-08-1977,10281,1977,8,2,1
03-08-1977,9890,1977,8,3,2
04-08-1977,9820,1977,8,4,3
05-08-1977,10300,1977,8,5,4
06-08-1977,8808,1977,8,6,5
07-08-1977,8401,1977,8,7,6
08-08-1977,9955,1977,8,8,0
09-08-1977,10272,1977,8,9,1
10-08-1977,10212,1977,8,10,2
11-08-1977,9760,1977,8,11,3
12-08-1977,10099,1977,8,12,4
13-08-1977,8669,1977,8,13,5
14-08-1977,8245,1977,8,14,6
15-08-1977,9852,1977,8,15,0
16-08-1977,10359,1977,8,16,1
17-08-1977,9908,1977,8,17,2
18-08-1977,9856,1977,8,18,3
19-08-1977,10003,1977,8,19,4
20-08-1977,8531,1977,8,20,5
21-08-1977,8369,1977,8,21,6
22-08-1977,9978,1977,8,22,0
23-08-1977,10413,1977,8,23,1
24-08-1977,10118,1977,8,24,2
25-08-1977,10022,1977,8,25,3
26-08-1977,9927,1977,8,26,4
27-08-1977,8821,1977,8,27,5
28-08-1977,8564,1977,8,28,6
29-08-1977,9876,1977,8,29,0
30-08-1977,10418,1977,8,30,1
31-08-1977,10153,1977,8,31,2
01-09-1977,9952,1977,9,1,3
02-09-1977,10187,1977,9,2,4
03-09-1977,8633,1977,9,3,5
04-09-1977,8148,1977,9,4,6
05-09-1977,8338,1977,9,5,0
06-09-1977,10095,1977,9,6,1
07-09-1977,10330,1977,9,7,2
08-09-1977,10120,1977,9,8,3
09-09-1977,10294,1977,9,9,4
10-09-1977,8771,1977,9,10,5
11-09-1977,8380,1977,9,11,6
12-09-1977,9998,1977,9,12,0
13-09-1977,10177,1977,9,13,1
14-09-1977,10223,1977,9,14,2
15-09-1977,10161,1977,9,15,3
16-09-1977,10490,1977,9,16,4
17-09-1977,9161,1977,9,17,5
18-09-1977,8728,1977,9,18,6
19-09-1977,10278,1977,9,19,0
20-09-1977,10647,1977,9,20,1
21-09-1977,10392,1977,9,21,2
22-09-1977,10040,1977,9,22,3
23-09-1977,10328,1977,9,23,4
24-09-1977,9003,1977,9,24,5
25-09-1977,8617,1977,9,25,6
26-09-1977,10379,1977,9,26,0
27-09-1977,10528,1977,9,27,1
28-09-1977,10100,1977,9,28,2
29-09-1977,10080,1977,9,29,3
30-09-1977,10346,1977,9,30,4
01-10-1977,9034,1977,10,1,5
02-10-1977,8617,1977,10,2,6
03-10-1977,10010,1977,10,3,0
04-10-1977,10176,1977,10,4,1
05-10-1977,9804,1977,10,5,2
06-10-1977,9826,1977,10,6,3
07-10-1977,9972,1977,10,7,4
08-10-1977,8560,1977,10,8,5
09-10-1977,8320,1977,10,9,6
10-10-1977,9646,1977,10,10,0
11-10-1977,9929,1977,10,11,1
12-10-1977,9643,1977,10,12,2
13-10-1977,9592,1977,10,13,3
14-10-1977,9625,1977,10,14,4
15-10-1977,8388,1977,10,15,5
16-10-1977,8243,1977,10,16,6
17-10-1977,9504,1977,10,17,0
18-10-1977,9678,1977,10,18,1
19-10-1977,9650,1977,10,19,2
20-10-1977,9586,1977,10,20,3
21-10-1977,9681,1977,10,21,4
22-10-1977,8276,1977,10,22,5
23-10-1977,7823,1977,10,23,6
24-10-1977,9232,1977,10,24,0
25-10-1977,9785,1977,10,25,1
26-10-1977,9567,1977,10,26,2
27-10-1977,9431,1977,10,27,3
28-10-1977,9397,1977,10,28,4
29-10-1977,8183,1977,10,29,5
30-10-1977,8079,1977,10,30,6
31-10-1977,9037,1977,10,31,0
01-11-1977,9603,1977,11,1,1
02-11-1977,9131,1977,11,2,2
03-11-1977,9412,1977,11,3,3
04-11-1977,9585,1977,11,4,4
05-11-1977,8238,1977,11,5,5
06-11-1977,7842,1977,11,6,6
07-11-1977,9438,1977,11,7,0
08-11-1977,9775,1977,11,8,1
09-11-1977,9282,1977,11,9,2
10-11-1977,9418,1977,11,10,3
11-11-1977,9245,1977,11,11,4
12-11-1977,8004,1977,11,12,5
13-11-1977,7895,1977,11,13,6
14-11-1977,9230,1977,11,14,0
15-11-1977,9756,1977,11,15,1
16-11-1977,9419,1977,11,16,2
17-11-1977,9518,1977,11,17,3
18-11-1977,9548,1977,11,18,4
19-11-1977,8172,1977,11,19,5
20-11-1977,7686,1977,11,20,6
21-11-1977,9570,1977,11,21,0
22-11-1977,9576,1977,11,22,1
23-11-1977,9377,1977,11,23,2
24-11-1977,7708,1977,11,24,3
25-11-1977,8772,1977,11,25,4
26-11-1977,8009,1977,11,26,5
27-11-1977,7727,1977,11,27,6
28-11-1977,9490,1977,11,28,0
29-11-1977,9619,1977,11,29,1
30-11-1977,9371,1977,11,30,2
01-12-1977,9210,1977,12,1,3
02-12-1977,9246,1977,12,2,4
03-12-1977,7942,1977,12,3,5
04-12-1977,7609,1977,12,4,6
05-12-1977,9358,1977,12,5,0
06-12-1977,9505,1977,12,6,1
07-12-1977,9075,1977,12,7,2
08-12-1977,9261,1977,12,8,3
09-12-1977,9230,1977,12,9,4
10-12-1977,7964,1977,12,10,5
11-12-1977,7503,1977,12,11,6
12-12-1977,9264,1977,12,12,0
13-12-1977,9533,1977,12,13,1
14-12-1977,9224,1977,12,14,2
15-12-1977,9430,1977,12,15,3
16-12-1977,9586,1977,12,16,4
17-12-1977,8173,1977,12,17,5
18-12-1977,7583,1977,12,18,6
19-12-1977,9908,1977,12,19,0
20-12-1977,9899,1977,12,20,1
21-12-1977,9267,1977,12,21,2
22-12-1977,8519,1977,12,22,3
23-12-1977,8049,1977,12,23,4
24-12-1977,7354,1977,12,24,5
25-12-1977,7404,1977,12,25,6
26-12-1977,7512,1977,12,26,0
27-12-1977,9189,1977,12,27,1
28-12-1977,9733,1977,12,28,2
29-12-1977,9734,1977,12,29,3
30-12-1977,9806,1977,12,30,4
31-12-1977,7982,1977,12,31,5
01-01-1978,7716,1978,1,1,6
02-01-1978,7543,1978,1,2,0
03-01-1978,8833,1978,1,3,1
04-01-1978,8870,1978,1,4,2
05-01-1978,9053,1978,1,5,3
06-01-1978,9224,1978,1,6,4
07-01-1978,8091,1978,1,7,5
08-01-1978,7622,1978,1,8,6
